record,record_id,date,time,lat,long,ew,sact,speed,sdir,cld,prec,wspeed,wdir,atmp,aprs,sste,stmp,sal,depth,obs,csmeth,month,seasn,long360,latcell,longecell
10668,86012001,1986-11-04T00:00:00Z,1899-12-31T17:45:00Z,-41.266666666666666,174.53333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,174.53333333333333,-41.5,174.5
10669,86012002,1986-11-04T00:00:00Z,1899-12-31T18:00:00Z,-41.233333333333334,174.53333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,174.53333333333333,-41.5,174.5
10670,86012003,1986-11-04T00:00:00Z,1899-12-31T18:15:00Z,-41.2,174.51666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,174.51666666666668,-41.5,174.5
10671,86012004,1986-11-04T00:00:00Z,1899-12-31T19:15:00Z,-41.016666666666666,174.5,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,174.5,-41.5,174.5
10672,86012005,1986-11-04T00:00:00Z,1899-12-31T19:30:00Z,-40.983333333333334,174.46666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,174.46666666666667,-40.5,174.5
10673,86012006,1986-11-05T00:00:00Z,1899-12-31T09:00:00Z,-40.88333333333333,172.06666666666666,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,172.06666666666666,-40.5,172.5
10674,86012007,1986-11-05T00:00:00Z,1899-12-31T10:00:00Z,-40.86666666666667,172.06666666666666,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,172.06666666666666,-40.5,172.5
10675,86012008,1986-11-05T00:00:00Z,1899-12-31T10:30:00Z,-40.86666666666667,172.06666666666666,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,172.06666666666666,-40.5,172.5
10676,86012009,1986-11-05T00:00:00Z,1899-12-31T11:00:00Z,-40.88333333333333,172.03333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,172.03333333333333,-40.5,172.5
10677,86012010,1986-11-05T00:00:00Z,1899-12-31T11:15:00Z,-40.88333333333333,172.05,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,172.05,-40.5,172.5
10678,86012011,1986-11-05T00:00:00Z,1899-12-31T12:00:00Z,-40.88333333333333,172.03333333333333,E,8,0,NA,1,0,7,225,TRUE,1018,4,14.5,NA,NA,JENK,F,11,spring,172.03333333333333,-40.5,172.5
10679,86012012,1986-11-05T00:00:00Z,1899-12-31T12:30:00Z,-40.86666666666667,172.03333333333333,E,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,172.03333333333333,-40.5,172.5
10680,86012013,1986-11-05T00:00:00Z,1899-12-31T13:00:00Z,-40.81666666666667,171.96666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.96666666666667,-40.5,171.5
10681,86012014,1986-11-05T00:00:00Z,1899-12-31T13:45:00Z,-40.766666666666666,171.83333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.83333333333334,-40.5,171.5
10682,86012015,1986-11-05T00:00:00Z,1899-12-31T14:00:00Z,-40.766666666666666,171.83333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.83333333333334,-40.5,171.5
10683,86012016,1986-11-05T00:00:00Z,1899-12-31T15:00:00Z,-40.71666666666667,171.83333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.83333333333334,-40.5,171.5
10684,86012017,1986-11-05T00:00:00Z,1899-12-31T16:00:00Z,-40.71666666666667,171.83333333333334,E,8,0,NA,1,0,7,203,TRUE,1017,5,15.2,NA,NA,JENK,F,11,spring,171.83333333333334,-40.5,171.5
10685,86012018,1986-11-05T00:00:00Z,1899-12-31T16:30:00Z,-40.7,171.83333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.83333333333334,-40.5,171.5
10686,86012019,1986-11-05T00:00:00Z,1899-12-31T18:00:00Z,-40.81666666666667,171.93333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.93333333333334,-40.5,171.5
10687,86012020,1986-11-05T00:00:00Z,1899-12-31T18:30:00Z,-40.81666666666667,171.93333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.93333333333334,-40.5,171.5
10688,86012021,1986-11-05T00:00:00Z,1899-12-31T19:00:00Z,-40.8,171.91666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.91666666666666,-40.5,171.5
10689,86012022,1986-11-06T00:00:00Z,1899-12-31T08:00:00Z,-40.266666666666666,171.03333333333333,E,1,NA,NA,2,0,4,203,TRUE,1020,4,14.6,NA,NA,JENK,F,11,spring,171.03333333333333,-40.5,171.5
10690,86012023,1986-11-06T00:00:00Z,1899-12-31T08:30:00Z,-40.266666666666666,171.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.06666666666666,-40.5,171.5
10691,86012024,1986-11-06T00:00:00Z,1899-12-31T09:00:00Z,-40.3,171.11666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.11666666666667,-40.5,171.5
10692,86012025,1986-11-06T00:00:00Z,1899-12-31T09:30:00Z,-40.38333333333333,171.2,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.2,-40.5,171.5
10693,86012026,1986-11-06T00:00:00Z,1899-12-31T10:00:00Z,-40.38333333333333,171.2,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.2,-40.5,171.5
10694,86012027,1986-11-06T00:00:00Z,1899-12-31T10:30:00Z,-40.38333333333333,171.2,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.2,-40.5,171.5
10695,86012028,1986-11-06T00:00:00Z,1899-12-31T10:45:00Z,-40.38333333333333,171.2,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.2,-40.5,171.5
10696,86012029,1986-11-06T00:00:00Z,1899-12-31T11:15:00Z,-40.38333333333333,171.2,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.2,-40.5,171.5
10697,86012030,1986-11-06T00:00:00Z,1899-12-31T11:30:00Z,-40.38333333333333,171.2,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.2,-40.5,171.5
10698,86012031,1986-11-06T00:00:00Z,1899-12-31T12:00:00Z,-40.38333333333333,171.2,E,8,0,NA,2,0,5,225,TRUE,1018,4,14.8,NA,NA,JENK,F,11,spring,171.2,-40.5,171.5
10699,86012032,1986-11-06T00:00:00Z,1899-12-31T13:15:00Z,-40.21666666666667,171.01666666666668,E,1,10,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.01666666666668,-40.5,171.5
10700,86012033,1986-11-06T00:00:00Z,1899-12-31T13:30:00Z,-40.2,170.96666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.96666666666667,-40.5,170.5
10701,86012034,1986-11-06T00:00:00Z,1899-12-31T13:45:00Z,-40.18333333333333,170.91666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.91666666666666,-40.5,170.5
10702,86012035,1986-11-06T00:00:00Z,1899-12-31T14:00:00Z,-40.15,170.86666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.86666666666667,-40.5,170.5
10703,86012036,1986-11-06T00:00:00Z,1899-12-31T15:00:00Z,-40.083333333333336,170.68333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.68333333333334,-40.5,170.5
10704,86012037,1986-11-06T00:00:00Z,1899-12-31T15:30:00Z,-40.083333333333336,170.68333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.68333333333334,-40.5,170.5
10705,86012038,1986-11-06T00:00:00Z,1899-12-31T15:45:00Z,-40.083333333333336,170.68333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.68333333333334,-40.5,170.5
10706,86012039,1986-11-06T00:00:00Z,1899-12-31T16:00:00Z,-40.083333333333336,170.68333333333334,E,8,0,NA,2,0,5,225,TRUE,1015,4,15.3,NA,NA,JENK,F,11,spring,170.68333333333334,-40.5,170.5
10707,86012040,1986-11-06T00:00:00Z,1899-12-31T17:30:00Z,-40.15,170.56666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.56666666666666,-40.5,170.5
10708,86012041,1986-11-06T00:00:00Z,1899-12-31T18:00:00Z,-40.233333333333334,170.51666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.51666666666668,-40.5,170.5
10709,86012042,1986-11-06T00:00:00Z,1899-12-31T18:30:00Z,-40.31666666666667,170.46666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.46666666666667,-40.5,170.5
10710,86012043,1986-11-06T00:00:00Z,1899-12-31T19:00:00Z,-40.2,170.46666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.46666666666667,-40.5,170.5
10711,86012044,1986-11-07T00:00:00Z,1899-12-31T07:15:00Z,-41.2,170.65,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.65,-41.5,170.5
10712,86012045,1986-11-07T00:00:00Z,1899-12-31T08:00:00Z,-41.25,170.71666666666667,E,8,0,NA,2,0,3,203,TRUE,1017,3,14.8,NA,NA,JENK,F,11,spring,170.71666666666667,-41.5,170.5
10713,86012046,1986-11-07T00:00:00Z,1899-12-31T08:15:00Z,-41.266666666666666,170.73333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.73333333333332,-41.5,170.5
10714,86012047,1986-11-07T00:00:00Z,1899-12-31T09:00:00Z,-41.266666666666666,170.73333333333332,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.73333333333332,-41.5,170.5
10715,86012048,1986-11-07T00:00:00Z,1899-12-31T09:30:00Z,-41.3,170.78333333333333,E,1,8,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.78333333333333,-41.5,170.5
10716,86012049,1986-11-07T00:00:00Z,1899-12-31T10:00:00Z,-41.333333333333336,170.85,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.85,-41.5,170.5
10717,86012050,1986-11-07T00:00:00Z,1899-12-31T10:30:00Z,-41.333333333333336,170.85,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.85,-41.5,170.5
10718,86012051,1986-11-07T00:00:00Z,1899-12-31T10:45:00Z,-41.333333333333336,170.85,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.85,-41.5,170.5
10719,86012052,1986-11-07T00:00:00Z,1899-12-31T11:15:00Z,-41.35,170.9,E,1,9,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.9,-41.5,170.5
10720,86012053,1986-11-07T00:00:00Z,1899-12-31T11:30:00Z,-41.38333333333333,170.93333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.93333333333334,-41.5,170.5
10721,86012054,1986-11-07T00:00:00Z,1899-12-31T12:00:00Z,-41.416666666666664,170.96666666666667,E,8,0,NA,2,0,3,203,TRUE,1019,3,14.9,NA,NA,JENK,F,11,spring,170.96666666666667,-41.5,170.5
10722,86012055,1986-11-07T00:00:00Z,1899-12-31T12:30:00Z,-41.416666666666664,170.96666666666667,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.96666666666667,-41.5,170.5
10723,86012056,1986-11-07T00:00:00Z,1899-12-31T13:00:00Z,-41.416666666666664,170.96666666666667,E,1,9,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.96666666666667,-41.5,170.5
10724,86012057,1986-11-07T00:00:00Z,1899-12-31T13:30:00Z,-41.46666666666667,171.05,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.05,-41.5,171.5
10725,86012058,1986-11-07T00:00:00Z,1899-12-31T14:00:00Z,-41.53333333333333,171.13333333333333,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.13333333333333,-41.5,171.5
10726,86012059,1986-11-07T00:00:00Z,1899-12-31T14:30:00Z,-41.53333333333333,171.13333333333333,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.13333333333333,-41.5,171.5
10727,86012060,1986-11-07T00:00:00Z,1899-12-31T14:45:00Z,-41.53333333333333,171.13333333333333,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.13333333333333,-41.5,171.5
10728,86012061,1986-11-07T00:00:00Z,1899-12-31T15:00:00Z,-41.53333333333333,171.13333333333333,E,1,9,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.13333333333333,-41.5,171.5
10729,86012062,1986-11-07T00:00:00Z,1899-12-31T15:30:00Z,-41.6,171.2,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.2,-41.5,171.5
10730,86012063,1986-11-07T00:00:00Z,1899-12-31T16:00:00Z,-41.63333333333333,171.28333333333333,E,8,0,NA,1,0,3,225,TRUE,1017,3,14.9,NA,NA,JENK,F,11,spring,171.28333333333333,-41.5,171.5
10731,86012064,1986-11-07T00:00:00Z,1899-12-31T16:45:00Z,-41.63333333333333,171.28333333333333,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.28333333333333,-41.5,171.5
10732,86012065,1986-11-07T00:00:00Z,1899-12-31T18:00:00Z,-41.7,171.45,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.45,-41.5,171.5
10733,86012066,1986-11-07T00:00:00Z,1899-12-31T18:50:00Z,-41.7,171.48333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,171.48333333333332,-41.5,171.5
10734,86012067,1986-11-07T00:00:00Z,1899-12-31T20:00:00Z,-41.68333333333333,171.41666666666666,E,1,10.5,202,1,0,3,225,TRUE,1016,3,13.6,NA,NA,JENK,F,11,spring,171.41666666666666,-41.5,171.5
10735,86012068,1986-11-08T00:00:00Z,1899-12-31T07:30:00Z,-42.21666666666667,170.55,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.55,-42.5,170.5
10736,86012069,1986-11-08T00:00:00Z,1899-12-31T08:00:00Z,-42.21666666666667,170.55,E,1,9,311,2,0,3,293,TRUE,1014,3,15.3,NA,NA,JENK,F,11,spring,170.55,-42.5,170.5
10737,86012070,1986-11-08T00:00:00Z,1899-12-31T08:30:00Z,-42.15,170.45,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.45,-42.5,170.5
10738,86012071,1986-11-08T00:00:00Z,1899-12-31T08:45:00Z,-42.15,170.43333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.43333333333334,-42.5,170.5
10739,86012072,1986-11-08T00:00:00Z,1899-12-31T09:00:00Z,-42.15,170.43333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.43333333333334,-42.5,170.5
10740,86012073,1986-11-08T00:00:00Z,1899-12-31T09:15:00Z,-42.15,170.43333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.43333333333334,-42.5,170.5
10741,86012074,1986-11-08T00:00:00Z,1899-12-31T09:30:00Z,-42.15,170.43333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.43333333333334,-42.5,170.5
10742,86012075,1986-11-08T00:00:00Z,1899-12-31T09:45:00Z,-42.15,170.43333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.43333333333334,-42.5,170.5
10743,86012076,1986-11-08T00:00:00Z,1899-12-31T10:15:00Z,-42.1,170.38333333333333,E,1,9,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.38333333333333,-42.5,170.5
10744,86012077,1986-11-08T00:00:00Z,1899-12-31T10:30:00Z,-42.06666666666667,170.35,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.35,-42.5,170.5
10745,86012078,1986-11-08T00:00:00Z,1899-12-31T11:00:00Z,-42.03333333333333,170.28333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.28333333333333,-42.5,170.5
10746,86012079,1986-11-08T00:00:00Z,1899-12-31T11:30:00Z,-41.983333333333334,170.2,E,1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.2,-41.5,170.5
10747,86012080,1986-11-08T00:00:00Z,1899-12-31T12:00:00Z,-41.96666666666667,170.18333333333334,E,8,0,NA,2,6,3,293,TRUE,1014,3,14.9,NA,NA,JENK,F,11,spring,170.18333333333334,-41.5,170.5
10748,86012081,1986-11-08T00:00:00Z,1899-12-31T12:30:00Z,-41.96666666666667,170.18333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.18333333333334,-41.5,170.5
10749,86012082,1986-11-08T00:00:00Z,1899-12-31T14:00:00Z,-41.86666666666667,170.01666666666668,E,1,8,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.01666666666668,-41.5,170.5
10750,86012083,1986-11-08T00:00:00Z,1899-12-31T14:30:00Z,-41.81666666666667,169.93333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.93333333333334,-41.5,169.5
10751,86012084,1986-11-08T00:00:00Z,1899-12-31T14:45:00Z,-41.81666666666667,169.93333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.93333333333334,-41.5,169.5
10752,86012085,1986-11-08T00:00:00Z,1899-12-31T15:00:00Z,-41.81666666666667,169.93333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.93333333333334,-41.5,169.5
10753,86012086,1986-11-08T00:00:00Z,1899-12-31T16:00:00Z,-41.8,169.93333333333334,E,1,8,315,2,8,3,225,TRUE,1014,3,14.9,NA,NA,JENK,F,11,spring,169.93333333333334,-41.5,169.5
10754,86012087,1986-11-08T00:00:00Z,1899-12-31T18:00:00Z,-41.65,169.68333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.68333333333334,-41.5,169.5
10755,86012088,1986-11-08T00:00:00Z,1899-12-31T18:15:00Z,-41.65,169.68333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.68333333333334,-41.5,169.5
10756,86012089,1986-11-08T00:00:00Z,1899-12-31T18:30:00Z,-41.65,169.68333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.68333333333334,-41.5,169.5
10757,86012090,1986-11-08T00:00:00Z,1899-12-31T19:00:00Z,-41.65,169.68333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.68333333333334,-41.5,169.5
10758,86012091,1986-11-08T00:00:00Z,1899-12-31T19:15:00Z,-41.65,169.68333333333334,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.68333333333334,-41.5,169.5
10759,86012092,1986-11-09T00:00:00Z,1899-12-31T07:30:00Z,-42.233333333333334,168.83333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,168.83333333333334,-42.5,168.5
10760,86012093,1986-11-09T00:00:00Z,1899-12-31T08:00:00Z,-42.28333333333333,168.91666666666666,E,8,0,NA,1,0,2,225,TRUE,1019,4,14.2,NA,NA,JENK,F,11,spring,168.91666666666666,-42.5,168.5
10761,86012094,1986-11-09T00:00:00Z,1899-12-31T08:45:00Z,-42.28333333333333,168.91666666666666,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,168.91666666666666,-42.5,168.5
10762,86012095,1986-11-09T00:00:00Z,1899-12-31T09:00:00Z,-42.28333333333333,168.91666666666666,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,168.91666666666666,-42.5,168.5
10763,86012096,1986-11-09T00:00:00Z,1899-12-31T09:45:00Z,-42.31666666666667,168.98333333333332,E,1,9,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,168.98333333333332,-42.5,168.5
10764,86012097,1986-11-09T00:00:00Z,1899-12-31T10:15:00Z,-42.36666666666667,169.08333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.08333333333334,-42.5,169.5
10765,86012098,1986-11-09T00:00:00Z,1899-12-31T10:45:00Z,-42.4,169.13333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.13333333333333,-42.5,169.5
10766,86012099,1986-11-09T00:00:00Z,1899-12-31T11:00:00Z,-42.4,169.13333333333333,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.13333333333333,-42.5,169.5
10767,86012100,1986-11-09T00:00:00Z,1899-12-31T11:15:00Z,-42.4,169.13333333333333,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.13333333333333,-42.5,169.5
10768,86012101,1986-11-09T00:00:00Z,1899-12-31T11:30:00Z,-42.4,169.13333333333333,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.13333333333333,-42.5,169.5
10769,86012102,1986-11-09T00:00:00Z,1899-12-31T12:00:00Z,-42.4,169.13333333333333,E,8,0,NA,1,0,5,248,TRUE,1020,4,14.5,NA,NA,JENK,F,11,spring,169.13333333333333,-42.5,169.5
10770,86012103,1986-11-09T00:00:00Z,1899-12-31T13:00:00Z,-42.483333333333334,169.25,E,1,9.5,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.25,-42.5,169.5
10771,86012104,1986-11-09T00:00:00Z,1899-12-31T14:00:00Z,-42.56666666666667,169.45,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.45,-42.5,169.5
10772,86012105,1986-11-09T00:00:00Z,1899-12-31T14:30:00Z,-42.63333333333333,169.51666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.51666666666668,-42.5,169.5
10773,86012106,1986-11-09T00:00:00Z,1899-12-31T15:00:00Z,-42.7,169.61666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.61666666666667,-42.5,169.5
10774,86012107,1986-11-09T00:00:00Z,1899-12-31T16:00:00Z,-42.733333333333334,169.65,E,8,0,NA,1,0,5,203,TRUE,1018,4,14.8,NA,NA,JENK,F,11,spring,169.65,-42.5,169.5
10775,86012108,1986-11-09T00:00:00Z,1899-12-31T17:30:00Z,-42.733333333333334,169.65,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.65,-42.5,169.5
10776,86012109,1986-11-09T00:00:00Z,1899-12-31T17:45:00Z,-42.7,169.73333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.73333333333332,-42.5,169.5
10777,86012110,1986-11-09T00:00:00Z,1899-12-31T18:00:00Z,-42.666666666666664,169.81666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.81666666666666,-42.5,169.5
10778,86012111,1986-11-09T00:00:00Z,1899-12-31T18:30:00Z,-42.65,169.91666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,169.91666666666666,-42.5,169.5
10779,86012112,1986-11-09T00:00:00Z,1899-12-31T19:30:00Z,-42.583333333333336,170.16666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.16666666666666,-42.5,170.5
10780,86012113,1986-11-09T00:00:00Z,1899-12-31T20:00:00Z,-42.55,170.28333333333333,E,1,NA,NA,0,0,6,225,TRUE,1018,4,14.9,NA,NA,JENK,F,11,spring,170.28333333333333,-42.5,170.5
10781,86012114,1986-11-10T00:00:00Z,1899-12-31T07:30:00Z,-42.733333333333334,170.76666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.76666666666668,-42.5,170.5
10782,86012115,1986-11-10T00:00:00Z,1899-12-31T08:00:00Z,-42.71666666666667,170.71666666666667,E,1,9,270,1,0,3,225,TRUE,1018,3,14.3,NA,NA,JENK,F,11,spring,170.71666666666667,-42.5,170.5
10783,86012116,1986-11-10T00:00:00Z,1899-12-31T08:30:00Z,-42.71666666666667,170.6,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.6,-42.5,170.5
10784,86012117,1986-11-10T00:00:00Z,1899-12-31T08:45:00Z,-42.71666666666667,170.56666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.56666666666666,-42.5,170.5
10785,86012118,1986-11-10T00:00:00Z,1899-12-31T09:00:00Z,-42.733333333333334,170.55,E,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,170.55,-42.5,170.5
