record,record_id,date,time,lat,long,ew,sact,speed,sdir,cld,prec,wspeed,wdir,atmp,aprs,sste,stmp,sal,depth,obs,csmeth,month,seasn,long360,latcell,longecell
10550,86011131,1986-10-28T00:00:00Z,1899-12-31T08:45:00Z,-37.43333333333333,179.76666666666668,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.23333333333332,-37.5,180.5
10551,86011132,1986-10-28T00:00:00Z,1899-12-31T09:15:00Z,-37.483333333333334,179.81666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.18333333333334,-37.5,180.5
10552,86011133,1986-10-28T00:00:00Z,1899-12-31T09:30:00Z,-37.516666666666666,179.85,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.15,-37.5,180.5
10553,86011134,1986-10-28T00:00:00Z,1899-12-31T09:45:00Z,-37.55,179.88333333333333,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.11666666666667,-37.5,180.5
10554,86011135,1986-10-28T00:00:00Z,1899-12-31T10:45:00Z,-37.68333333333333,179.96666666666667,W,1,NA,NA,NA,NA,8,180,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.03333333333333,-37.5,180.5
10555,86011136,1986-10-28T00:00:00Z,1899-12-31T11:15:00Z,-37.75,179.98333333333332,W,1,6,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.01666666666668,-37.5,180.5
10556,86011137,1986-10-28T00:00:00Z,1899-12-31T11:30:00Z,-37.75,179.98333333333332,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.01666666666668,-37.5,180.5
10557,86011138,1986-10-28T00:00:00Z,1899-12-31T12:00:00Z,-37.75,179.91666666666666,W,1,6,90,1,0,8,225,TRUE,1012,5,16.6,NA,NA,JENK,F,10,spring,180.08333333333334,-37.5,180.5
10558,86011139,1986-10-28T00:00:00Z,1899-12-31T13:00:00Z,-37.733333333333334,179.76666666666668,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.23333333333332,-37.5,180.5
10559,86011140,1986-10-28T00:00:00Z,1899-12-31T13:15:00Z,-37.733333333333334,179.73333333333332,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.26666666666668,-37.5,180.5
10560,86011141,1986-10-28T00:00:00Z,1899-12-31T15:00:00Z,-37.733333333333334,179.48333333333332,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.51666666666668,-37.5,180.5
10561,86011142,1986-10-28T00:00:00Z,1899-12-31T15:15:00Z,-37.733333333333334,179.46666666666667,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.53333333333333,-37.5,180.5
10562,86011143,1986-10-28T00:00:00Z,1899-12-31T15:30:00Z,-37.733333333333334,179.4,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.6,-37.5,180.5
10563,86011144,1986-10-28T00:00:00Z,1899-12-31T16:00:00Z,-37.733333333333334,179.36666666666667,W,1,6,90,1,0,6,225,TRUE,1013,5,16.5,NA,NA,JENK,F,10,spring,180.63333333333333,-37.5,180.5
10564,86011145,1986-10-28T00:00:00Z,1899-12-31T16:30:00Z,-37.733333333333334,179.31666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.68333333333334,-37.5,180.5
10565,86011146,1986-10-28T00:00:00Z,1899-12-31T17:45:00Z,-37.71666666666667,179.1,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.9,-37.5,180.5
10566,86011147,1986-10-28T00:00:00Z,1899-12-31T18:00:00Z,-37.71666666666667,179.05,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.95,-37.5,180.5
10567,86011148,1986-10-28T00:00:00Z,1899-12-31T18:30:00Z,-37.71666666666667,178.98333333333332,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,181.01666666666668,-37.5,181.5
10568,86011149,1986-10-28T00:00:00Z,1899-12-31T18:45:00Z,-37.71666666666667,178.96666666666667,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,181.03333333333333,-37.5,181.5
10569,86011150,1986-10-29T00:00:00Z,1899-12-31T07:15:00Z,-37.78333333333333,177.11666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.88333333333333,-37.5,182.5
10570,86011151,1986-10-29T00:00:00Z,1899-12-31T07:30:00Z,-37.78333333333333,177.08333333333334,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.91666666666666,-37.5,182.5
10571,86011152,1986-10-29T00:00:00Z,1899-12-31T08:00:00Z,-37.78333333333333,177.01666666666668,W,1,6,86,1,0,2,270,TRUE,1014,1,16,NA,NA,JENK,F,10,spring,182.98333333333332,-37.5,182.5
10572,86011153,1986-10-29T00:00:00Z,1899-12-31T08:30:00Z,-37.78333333333333,176.91666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.08333333333334,-37.5,183.5
10573,86011154,1986-10-29T00:00:00Z,1899-12-31T08:45:00Z,-37.78333333333333,176.86666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.13333333333333,-37.5,183.5
10574,86011155,1986-10-29T00:00:00Z,1899-12-31T09:15:00Z,-37.78333333333333,176.8,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.2,-37.5,183.5
10575,86011156,1986-10-29T00:00:00Z,1899-12-31T09:30:00Z,-37.78333333333333,176.75,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.25,-37.5,183.5
10576,86011157,1986-10-29T00:00:00Z,1899-12-31T09:45:00Z,-37.78333333333333,176.71666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.28333333333333,-37.5,183.5
10577,86011158,1986-10-29T00:00:00Z,1899-12-31T10:30:00Z,-37.766666666666666,176.61666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.38333333333333,-37.5,183.5
10578,86011159,1986-10-29T00:00:00Z,1899-12-31T11:00:00Z,-37.766666666666666,176.53333333333333,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.46666666666667,-37.5,183.5
10579,86011161,1986-10-29T00:00:00Z,1899-12-31T11:30:00Z,-37.766666666666666,176.45,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.55,-37.5,183.5
10580,86011162,1986-10-29T00:00:00Z,1899-12-31T12:00:00Z,-37.75,176.4,W,1,6,86,1,0,3,270,TRUE,1016,3,16,NA,NA,JENK,F,10,spring,183.6,-37.5,183.5
10581,86011163,1986-10-29T00:00:00Z,1899-12-31T13:00:00Z,-37.75,176.25,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.75,-37.5,183.5
10582,86011164,1986-10-29T00:00:00Z,1899-12-31T13:15:00Z,-37.75,176.21666666666667,W,1,10,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.78333333333333,-37.5,183.5
10583,86011165,1986-10-29T00:00:00Z,1899-12-31T15:00:00Z,-38,176.06666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.93333333333334,-38.5,183.5
10584,86011166,1986-10-29T00:00:00Z,1899-12-31T15:15:00Z,-38.03333333333333,176.05,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.95,-38.5,183.5
10585,86011167,1986-10-29T00:00:00Z,1899-12-31T15:30:00Z,-38.083333333333336,176.01666666666668,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.98333333333332,-38.5,183.5
10586,86011168,1986-10-29T00:00:00Z,1899-12-31T16:00:00Z,-38.15,175.96666666666667,W,1,10,160,1,0,3,225,TRUE,1011,3,16,NA,NA,JENK,F,10,spring,184.03333333333333,-38.5,184.5
10587,86011169,1986-10-29T00:00:00Z,1899-12-31T17:30:00Z,-38.38333333333333,175.8,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,184.2,-38.5,184.5
10588,86011170,1986-10-29T00:00:00Z,1899-12-31T17:45:00Z,-38.43333333333333,175.76666666666668,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,184.23333333333332,-38.5,184.5
10589,86011171,1986-10-29T00:00:00Z,1899-12-31T18:00:00Z,-38.483333333333334,175.73333333333332,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,184.26666666666668,-38.5,184.5
10590,86011172,1986-10-30T00:00:00Z,1899-12-31T07:15:00Z,-38.68333333333333,176.96666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,183.03333333333333,-38.5,183.5
10591,86011173,1986-10-30T00:00:00Z,1899-12-31T08:00:00Z,-38.68333333333333,177.08333333333334,W,1,6,260,1,0,5,225,TRUE,1012,4,15.6,NA,NA,JENK,F,10,spring,182.91666666666666,-38.5,182.5
10592,86011174,1986-10-30T00:00:00Z,1899-12-31T09:00:00Z,-38.7,177.2,W,1,10.5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.8,-38.5,182.5
10593,86011175,1986-10-30T00:00:00Z,1899-12-31T09:30:00Z,-38.71666666666667,177.11666666666667,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.88333333333333,-38.5,182.5
10594,86011176,1986-10-30T00:00:00Z,1899-12-31T10:00:00Z,-38.71666666666667,177.08333333333334,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.91666666666666,-38.5,182.5
10595,86011177,1986-10-30T00:00:00Z,1899-12-31T10:30:00Z,-38.7,177.08333333333334,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.91666666666666,-38.5,182.5
10596,86011178,1986-10-30T00:00:00Z,1899-12-31T11:00:00Z,-38.7,177.08333333333334,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.91666666666666,-38.5,182.5
10597,86011179,1986-10-30T00:00:00Z,1899-12-31T12:00:00Z,-38.7,177.1,W,4,0,NA,1,0,4,225,TRUE,1014,3,15.6,NA,NA,JENK,F,10,spring,182.9,-38.5,182.5
10598,86011180,1986-10-30T00:00:00Z,1899-12-31T12:30:00Z,-38.7,177.1,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.9,-38.5,182.5
10599,86011181,1986-10-30T00:00:00Z,1899-12-31T13:15:00Z,-38.7,177.1,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.9,-38.5,182.5
10600,86011182,1986-10-30T00:00:00Z,1899-12-31T13:30:00Z,-38.68333333333333,177.1,W,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.9,-38.5,182.5
10601,86011183,1986-10-30T00:00:00Z,1899-12-31T14:15:00Z,-38.63333333333333,177.06666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.93333333333334,-38.5,182.5
10602,86011184,1986-10-30T00:00:00Z,1899-12-31T14:45:00Z,-38.65,177.06666666666666,W,1,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.93333333333334,-38.5,182.5
10603,86011185,1986-10-30T00:00:00Z,1899-12-31T15:00:00Z,-38.68333333333333,177.08333333333334,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.91666666666666,-38.5,182.5
10604,86011186,1986-10-30T00:00:00Z,1899-12-31T16:00:00Z,-38.75,177.16666666666666,W,1,6,270,0,0,4,225,TRUE,1013,4,15.9,NA,NA,JENK,F,10,spring,182.83333333333334,-38.5,182.5
10605,86011187,1986-10-30T00:00:00Z,1899-12-31T17:30:00Z,-38.733333333333334,177.36666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.63333333333333,-38.5,182.5
10606,86011188,1986-10-30T00:00:00Z,1899-12-31T18:00:00Z,-38.733333333333334,177.41666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.58333333333334,-38.5,182.5
10607,86011189,1986-10-30T00:00:00Z,1899-12-31T18:15:00Z,-38.733333333333334,177.46666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.53333333333333,-38.5,182.5
10608,86011190,1986-10-30T00:00:00Z,1899-12-31T19:00:00Z,-38.71666666666667,177.58333333333334,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,182.41666666666666,-38.5,182.5
10609,86011191,1986-10-31T00:00:00Z,1899-12-31T07:15:00Z,-38.75,179.33333333333334,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.66666666666666,-38.5,180.5
10610,86011192,1986-10-31T00:00:00Z,1899-12-31T07:30:00Z,-38.75,179.36666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.63333333333333,-38.5,180.5
10611,86011193,1986-10-31T00:00:00Z,1899-12-31T08:00:00Z,-38.75,179.43333333333334,W,1,5,264,1,0,3,180,TRUE,1018,3,15.8,NA,NA,JENK,F,10,spring,180.56666666666666,-38.5,180.5
10612,86011194,1986-10-31T00:00:00Z,1899-12-31T09:30:00Z,-38.75,179.63333333333333,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.36666666666667,-38.5,180.5
10613,86011195,1986-10-31T00:00:00Z,1899-12-31T09:45:00Z,-38.75,179.66666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.33333333333334,-38.5,180.5
10614,86011196,1986-10-31T00:00:00Z,1899-12-31T10:00:00Z,-38.75,179.71666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.28333333333333,-38.5,180.5
10615,86011197,1986-10-31T00:00:00Z,1899-12-31T10:15:00Z,-38.75,179.73333333333332,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.26666666666668,-38.5,180.5
10616,86011198,1986-10-31T00:00:00Z,1899-12-31T10:45:00Z,-38.733333333333334,179.81666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.18333333333334,-38.5,180.5
10617,86011199,1986-10-31T00:00:00Z,1899-12-31T11:00:00Z,-38.733333333333334,179.85,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.15,-38.5,180.5
10618,86011200,1986-10-31T00:00:00Z,1899-12-31T11:30:00Z,-38.733333333333334,179.9,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,180.1,-38.5,180.5
10619,86011201,1986-10-31T00:00:00Z,1899-12-31T12:00:00Z,-38.733333333333334,179.93333333333334,W,1,5,270,0,0,4,158,TRUE,1019,3,16,NA,NA,JENK,F,10,spring,180.06666666666666,-38.5,180.5
10620,86011202,1986-10-31T00:00:00Z,1899-12-31T12:30:00Z,-38.766666666666666,179.96666666666667,E,1,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.96666666666667,-38.5,179.5
10621,86011203,1986-10-31T00:00:00Z,1899-12-31T12:45:00Z,-38.78333333333333,179.96666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.96666666666667,-38.5,179.5
10622,86011204,1986-10-31T00:00:00Z,1899-12-31T14:15:00Z,-38.916666666666664,179.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.95,-38.5,179.5
10623,86011205,1986-10-31T00:00:00Z,1899-12-31T14:30:00Z,-38.93333333333333,179.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.95,-38.5,179.5
10624,86011206,1986-10-31T00:00:00Z,1899-12-31T15:00:00Z,-38.983333333333334,179.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.95,-38.5,179.5
10625,86011207,1986-10-31T00:00:00Z,1899-12-31T15:30:00Z,-39.05,179.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.95,-39.5,179.5
10626,86011208,1986-10-31T00:00:00Z,1899-12-31T16:00:00Z,-39.083333333333336,179.95,E,1,5,180,0,0,2,225,TRUE,1018,1,16,NA,NA,JENK,F,10,spring,179.95,-39.5,179.5
10627,86011209,1986-10-31T00:00:00Z,1899-12-31T16:45:00Z,-39.15,179.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.95,-39.5,179.5
10628,86011210,1986-10-31T00:00:00Z,1899-12-31T17:30:00Z,-39.233333333333334,179.91666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.91666666666666,-39.5,179.5
10629,86011211,1986-10-31T00:00:00Z,1899-12-31T18:00:00Z,-39.28333333333333,179.9,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.9,-39.5,179.5
10630,86011212,1986-10-31T00:00:00Z,1899-12-31T19:00:00Z,-39.38333333333333,179.93333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,10,spring,179.93333333333334,-39.5,179.5
10631,86011213,1986-11-01T00:00:00Z,1899-12-31T07:15:00Z,-39.5,178.61666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.38333333333333,-39.5,181.5
10632,86011214,1986-11-01T00:00:00Z,1899-12-31T07:30:00Z,-39.5,178.58333333333334,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.41666666666666,-39.5,181.5
10633,86011215,1986-11-01T00:00:00Z,1899-12-31T08:00:00Z,-39.5,178.53333333333333,W,1,NA,NA,0,0,4,158,TRUE,1020,4,15.5,NA,NA,JENK,F,11,spring,181.46666666666667,-39.5,181.5
10634,86011216,1986-11-01T00:00:00Z,1899-12-31T08:30:00Z,-39.5,178.45,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.55,-39.5,181.5
10635,86011217,1986-11-01T00:00:00Z,1899-12-31T09:30:00Z,-39.5,178.33333333333334,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.66666666666666,-39.5,181.5
10636,86011218,1986-11-01T00:00:00Z,1899-12-31T10:00:00Z,-39.5,178.3,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.7,-39.5,181.5
10637,86011219,1986-11-01T00:00:00Z,1899-12-31T10:30:00Z,-39.5,178.26666666666668,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.73333333333332,-39.5,181.5
10638,86011220,1986-11-01T00:00:00Z,1899-12-31T11:00:00Z,-39.5,178.15,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.85,-39.5,181.5
10639,86011221,1986-11-01T00:00:00Z,1899-12-31T12:00:00Z,-39.5,178.03333333333333,W,1,5,92,1,0,4,158,TRUE,1020,4,15.8,NA,NA,JENK,F,11,spring,181.96666666666667,-39.5,181.5
10640,86011222,1986-11-01T00:00:00Z,1899-12-31T13:00:00Z,-39.5,177.91666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,182.08333333333334,-39.5,182.5
10641,86011223,1986-11-01T00:00:00Z,1899-12-31T13:15:00Z,-39.5,177.86666666666667,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,182.13333333333333,-39.5,182.5
10642,86011224,1986-11-01T00:00:00Z,1899-12-31T15:00:00Z,-39.5,177.65,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,182.35,-39.5,182.5
10643,86011225,1986-11-01T00:00:00Z,1899-12-31T15:30:00Z,-39.5,177.6,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,182.4,-39.5,182.5
10644,86011226,1986-11-01T00:00:00Z,1899-12-31T16:00:00Z,-39.516666666666666,177.61666666666667,W,1,5,248,1,0,5,135,TRUE,1019,4,15.4,NA,NA,JENK,F,11,spring,182.38333333333333,-39.5,182.5
10645,86011227,1986-11-01T00:00:00Z,1899-12-31T18:00:00Z,-39.61666666666667,178.03333333333333,W,1,10.5,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.96666666666667,-39.5,181.5
10646,86011228,1986-11-01T00:00:00Z,1899-12-31T18:30:00Z,-39.65,178.18333333333334,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.81666666666666,-39.5,181.5
10647,86011229,1986-11-01T00:00:00Z,1899-12-31T19:00:00Z,-39.7,178.31666666666666,W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,181.68333333333334,-39.5,181.5
10648,86011230,1986-11-02T00:00:00Z,1899-12-31T07:15:00Z,-40.61666666666667,178.9,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,178.9,-40.5,178.5
10649,86011231,1986-11-02T00:00:00Z,1899-12-31T07:30:00Z,-40.63333333333333,178.83333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,178.83333333333334,-40.5,178.5
10650,86011232,1986-11-02T00:00:00Z,1899-12-31T08:00:00Z,-40.666666666666664,178.71666666666667,E,1,11,248,1,0,6,0,TRUE,1017,4,16.5,NA,NA,JENK,F,11,spring,178.71666666666667,-40.5,178.5
10651,86011233,1986-11-02T00:00:00Z,1899-12-31T08:30:00Z,-40.7,178.58333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,178.58333333333334,-40.5,178.5
10652,86011234,1986-11-02T00:00:00Z,1899-12-31T09:00:00Z,-40.733333333333334,176.48333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,176.48333333333332,-40.5,176.5
10653,86011235,1986-11-02T00:00:00Z,1899-12-31T09:30:00Z,-40.766666666666666,178.38333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,178.38333333333333,-40.5,178.5
10654,86011236,1986-11-02T00:00:00Z,1899-12-31T10:00:00Z,-40.8,178.28333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,178.28333333333333,-40.5,178.5
10655,86011237,1986-11-02T00:00:00Z,1899-12-31T10:30:00Z,-40.81666666666667,178.2,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,178.2,-40.5,178.5
10656,86011238,1986-11-02T00:00:00Z,1899-12-31T11:00:00Z,-40.86666666666667,178.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,178.06666666666666,-40.5,178.5
10657,86011239,1986-11-02T00:00:00Z,1899-12-31T11:30:00Z,-40.88333333333333,177.96666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,177.96666666666667,-40.5,177.5
10658,86011240,1986-11-02T00:00:00Z,1899-12-31T12:00:00Z,-40.93333333333333,177.81666666666666,E,1,10.5,248,1,0,4,293,TRUE,1015,4,15.1,NA,NA,JENK,F,11,spring,177.81666666666666,-40.5,177.5
10659,86011241,1986-11-02T00:00:00Z,1899-12-31T13:00:00Z,-40.983333333333334,177.61666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,177.61666666666667,-40.5,177.5
10660,86011242,1986-11-02T00:00:00Z,1899-12-31T14:30:00Z,-41.083333333333336,177.28333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,177.28333333333333,-41.5,177.5
10661,86011243,1986-11-02T00:00:00Z,1899-12-31T14:45:00Z,-41.1,177.21666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,177.21666666666667,-41.5,177.5
10662,86011244,1986-11-02T00:00:00Z,1899-12-31T15:00:00Z,-41.11666666666667,177.15,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,177.15,-41.5,177.5
10663,86011245,1986-11-02T00:00:00Z,1899-12-31T15:15:00Z,-41.11666666666667,177.1,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,177.1,-41.5,177.5
10664,86011246,1986-11-02T00:00:00Z,1899-12-31T15:30:00Z,-41.15,177.05,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,177.05,-41.5,177.5
10665,86011247,1986-11-02T00:00:00Z,1899-12-31T16:00:00Z,-41.2,177,E,1,10.5,248,1,0,5,0,TRUE,1012,4,14.9,NA,NA,JENK,F,11,spring,177,-41.5,177.5
10666,86011248,1986-11-02T00:00:00Z,1899-12-31T18:00:00Z,-41.31666666666667,176.58333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,176.58333333333334,-41.5,176.5
10667,86011249,1986-11-02T00:00:00Z,1899-12-31T18:30:00Z,-41.333333333333336,176.43333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,11,spring,176.43333333333334,-41.5,176.5
